text,reason,label
i some how lost the audio and video.,video views are limited,0.0
please send some advice on how to get back to the zoom meetings once I have lost the audio and visual.,receiving error code,0.0
on iphone and ipad i cannot put a picture up as my portal-face-screen.,host voice gets fuzzy,0.0
and you know how you can put an emoji on the corner of your screen.,unable to download on phone,0.0
video sending pauses when i do multitasking.,facing buffering issues while ads are playing,0.0
this helps stay together as a family,unable to use app on the tv,0.0
does not have some obvious features like auto switch between devices.,content is bad due to bigboss malyalam program,0.0
the only thing i feel could be improved is to have the passcode imported/populate automatically if the meeting is joined via a link.,good for mental and emotional management,0.0
please add a floating window picture in picture mode when you minimize the app like webex (add mute buttons).,want disney+ subscription,0.0
i look forward to zoom to have the same filter on instagram,unable to login with correct pin,0.0
hope creative manufacturers can add block function to not mind the matching trg is not worth having,unable to use background camera,0.0
how to sign out acc just crazy chinese,want to find polls in certain devices,0.0
app freezes when signing in with google,want to link to email,0.0
please contact the japanese developer to remove the message mode;,want to put background image on video,0.0
should add nx features with wallpaper such as wallpaper replacement,want to download zoom app,0.0
"call quality is outstanding, a big thank you to the developers",good for large groups,0.0
"after spending months using it, it gives me error code 1142 saying that i can not connect from spain.",graphics is bad and unable to change characters,0.0
unable to fix error 1132 on ipad,want to play video in app,0.0
zoom is amazing i can zoom anywhere and anytime but sometimes my internet goes down,want to edit meeting settings,0.0
unfortunately the new update does not improve the screen sharing or the big gap between computer zoom and ipad.,unable to see subtitles on android tv,0.0
